station_id,station_name,date,label,symbole_unite,lon,lat
03075400,BOËLLE DES CHEVALIERS A BRUYERES-LE-CHATEL 1,2018-01-09,27.5,NFU,2.206211381,48.583942335
03071550,L'ORGE A SAINT-GERMAIN-LES-ARPAJON 1,2018-01-09,22.3,NFU,2.259655632,48.594748763
03186500,LA SEINE A HONFLEUR 1,2018-01-09,128.0,NTU,0.242462064,49.428194481
03072200,L'ORGE A VILLEMOISSON-SUR-ORGE 1,2018-01-09,25.8,NFU,2.333001611,48.666631886
03071770,LA SALMOUILLE A LONGPONT-SUR-ORGE 1,2018-01-09,39.9,NFU,2.281768676,48.624812245
03184000,LA SEINE A LA BOUILLE 1,2018-01-09,18.2,NTU,0.934013574,49.351943837
03185000,LA SEINE A CAUDEBEC-EN-CAUX 1,2018-01-09,60.8,NTU,0.676982203,49.51430907
03174000,LA SEINE A POSES 2,2018-01-09,58.2,NTU,1.23665644,49.310144107
03076148,LE RHODON A MILON-LA-CHAPELLE 2,2018-01-10,15.6,NFU,2.048949287,48.725520132
03189828,LE RUISSEAU DE VACHERESSES A LORMAYE 1,2018-01-10,6.6,NFU,1.536781285,48.637250851
03189395,LA VOISE A HOUX 1,2018-01-10,20.0,NFU,1.602326287,48.582799223
03200115,LE ROBEC A FONTAINE-SOUS-PREAUX 2,2018-01-10,4.6,NFU,1.1668296,49.481494758
03076000,L'YVETTE A CHEVREUSE 2,2018-01-10,37.7,NFU,2.03760784,48.705001583
03076220,L'YVETTE A SAINT-REMY-LES-CHEVREUSE 1,2018-01-10,28.5,NFU,2.089013491,48.704586664
03189918,LE BEAUDEVAL A BRECHAMPS 1,2018-01-10,40.0,NFU,1.523837772,48.672023666
03189490,LA DROUETTE A EMANCE 1,2018-01-10,99.0,NFU,1.731176879,48.59199775
03077000,L'YVETTE A EPINAY-SUR-ORGE 2,2018-01-10,25.7,NFU,2.337870507,48.675707977
03189900,LA MALTORNE A COULOMBS 1,2018-01-10,21.0,NFU,1.55749168,48.662783096
03073000,L'ORGE A SAVIGNY-SUR-ORGE 1,2018-01-10,13.2,NFU,2.355070504,48.67090001
DN000130,PRISE D'EAU DE VIGNEUX,2018-01-10,60.0,NFU,2.420031378,48.704865195
03203040,LA CLAIRETTE A CANTELEU 1,2018-01-10,9.1,NFU,1.046952011,49.458907784
03189545,LA GUÉVILLE A EPERNON 1,2018-01-10,60.0,NFU,1.688556373,48.61186768
03073350,L'ORGE A ATHIS-MONS 2,2018-01-10,13.4,NFU,2.400737481,48.711677721
03193441,RUISSEAU DE ST MARTIN A MAILLEBOIS 1,2018-01-11,8.9,NFU,1.164081887,48.624975593
03201502,LA CLERETTE A CLERES 3,2018-01-11,1.7,NFU,1.116827315,49.600522764
03201250,LE CAILLY A SAINT-GERMAIN-SOUS-CAILLY 1,2018-01-11,8.0,NFU,1.210412866,49.577595885
03190080,L'EURE A MONTREUIL 1,2018-01-11,31.0,NFU,1.379921663,48.776759415
03078920,L'YERRES A COMBS-LA-VILLE 1,2018-01-11,20.0,NFU,2.583156653,48.671259061
03201540,LA CLERETTE A CLERES 4,2018-01-11,15.0,NFU,1.105448073,49.595195111
03078510,LA MARSANGE A PRESLES-EN-BRIE 1,2018-01-11,23.0,NFU,2.746345507,48.720944937
03079622,LE RÉVEILLON A VILLECRESNES 2,2018-01-11,20.6,NFU,2.543070909,48.720465672
03078385,LE RU D'AVON A YEBLES 1,2018-01-11,5.7,NFU,2.785212599,48.647418444
03193520,LA BLAISE A SAINT-ANGE-ET-TORCAY 1,2018-01-11,12.0,NFU,1.237363811,48.65040125
03201202,LE CAILLY A CAILLY 1,2018-01-11,6.8,NFU,1.231761863,49.582259291
03194080,LE BRAS DE L'ÉCLUSE A MONTREUIL 1,2018-01-11,23.0,NFU,1.401681496,48.763999725
03201548,LA CLERETTE A CLERES 5,2018-01-11,8.9,NFU,1.100446491,49.59357986
03078600,L'YERRES A SOIGNOLLES-EN-BRIE 1,2018-01-11,12.0,NFU,2.693566077,48.652992732
03079270,L'YERRES A BRUNOY 1,2018-01-11,13.0,NFU,2.494647678,48.701085076
03063650,LA SEINE A ORLY 1,2018-01-11,11.8,NFU,2.433822466,48.74773613
03201400,Rau DES SONDRES A MALAUNAY 1,2018-01-11,4.9,NFU,1.058203871,49.535738721
DN000111,PRISE D'EAU DE MORSANG,2018-01-11,54.0,NFU,2.500451859,48.57861458
03078274,LE RU DE BRÉON A CHAUMES-EN-BRIE 2,2018-01-11,24.0,NFU,2.833419125,48.671799449
03201386,LE CAILLY A MONTVILLE 7,2018-01-11,13.0,NFU,1.058993475,49.538969688
03201388,LE CAILLY A MONTVILLE 8,2018-01-11,12.0,NFU,1.056628813,49.537574379
03189975,L'EURE A VILLEMEUX-SUR-EURE 1,2018-01-11,32.0,NFU,1.449108399,48.685055537
03193880,LA BLAISE A GARNAY 1,2018-01-11,15.0,NFU,1.344348959,48.703205245
03079850,L'YERRES A CROSNE 2,2018-01-11,12.5,NFU,2.464530637,48.710829764
03078832,LE RU DU CORNILLOT A BRIE-COMTE-ROBERT 1,2018-01-11,9.0,NFU,2.621273269,48.677502663
DO000005,PRISE D'EAU DE SURESNES,2018-01-11,56.0,NFU,2.221965676,48.872450889
03194180,LE BRAS DES CHÂTELETS A CHERISY 1,2018-01-11,19.0,NFU,1.410257924,48.760749775
03189985,LE RUISSEAU D'OUERRE A OUERRE 1,2018-01-11,6.0,NFU,1.46766911,48.702163348
03200500,L'AUBETTE A SAINT-AUBIN-EPINAY 2,2018-01-11,5.6,NFU,1.183551354,49.418625854
03194620,L'AVRE A MONTIGNY-SUR-AVRE 1,2018-01-12,9.1,NFU,1.010639369,48.728570488
03194415,LE LAMBLORE A LAMBLORE 1,2018-01-12,11.0,NFU,0.917736372,48.625589875
03194543,LE RUISSEAU DU BUTERNAY A RUEIL-LA-GADELIERE 1,2018-01-12,5.9,NFU,0.973817975,48.717523172
03194390,LA GOHIERES A ARMENTIERES-SUR-AVRE 1,2018-01-12,21.0,NFU,0.82104208,48.675689731
03120800,LA BEUVRONNE A GRESSY 1,2018-01-12,9.8,NFU,2.677333642,48.964813896
03110855,LE RU DE LA BROSSE A BUSSY-SAINT-MARTIN 1,2018-01-12,32.0,NFU,2.683326805,48.848606016
03194350,L'AVRE A SAINT-CHRISTOPHE-SUR-AVRE 1,2018-01-12,11.0,NFU,0.829382503,48.698642677
03194280,LA RIVIERE DE SAINT-MAURICE A ARMENTIERES-SUR-AVRE 1,2018-01-12,13.0,NFU,0.790721099,48.673961853
03111203,LE RU DE MERDEREAU A CHAMPS SUR MARNE 2,2018-01-12,9.0,NFU,2.59569602,48.860914768
03011780,LE RU DE BICHERET A MONTEVRAIN 1,2018-01-12,10.0,NFU,2.733372002,48.881786975
03194250,L'AVRE A IRAI 1,2018-01-12,9.7,NFU,0.682408231,48.65829916
03120685,LA BIBERONNE A COMPANS 1,2018-01-12,5.2,NFU,2.671995153,48.98621908
03194540,LE BUTERNAY A LA CHAPELLE FORTIN,2018-01-12,35.0,NFU,0.8470675,48.650148851
03194880,LA MEUVETTE A DAMPIERRE-SUR-AVRE 1,2018-01-15,3.9,NFU,1.13306854,48.759967512
03196000,L'AVRE A SAINT-GEORGES-MOTEL 1,2018-01-15,8.6,NFU,1.363629533,48.783266171
DQ000049,G.CHOISY RESSOURCE,2018-01-15,8.3,NFU,2.419103489,48.765114273
03193298,LE RUISSEAU DE SAINT-CYR A LOUVILLIERS-LES-PERCHE 1,2018-01-15,13.0,NFU,1.062414874,48.605877795
03195348,LA PELUCHE A SAINT-REMY-SUR-AVRE 1,2018-01-15,12.0,NFU,1.239160072,48.759680835
03196080,LA COUDANNE A SAINT-GEORGES-MOTEL 1,2018-01-15,8.5,NFU,1.362785283,48.783773568
03190300,L'EURE A CROTH 2,2018-01-15,20.0,NFU,1.380537311,48.843316282
03133850,L'OISE A CLAIROIX 1,2018-01-15,12.0,NFU,2.864520634,49.441517993
03156000,L'AISNE A CHOISY-AU-BAC 1,2018-01-15,22.8,NFU,2.876470159,49.436146948
03118962,LE RU DE LOCHY A MONTRY 1,2018-01-15,8.6,NFU,2.838110719,48.884735268
03194775,LA GERVAINE A SAUCELLE 1,2018-01-15,8.1,NFU,1.029686764,48.620983527
03195610,LE RUET A SAINT-GERMAIN-SUR-AVRE 1,2018-01-15,4.7,NFU,1.253329459,48.774588597
03119000,LE GRAND MORIN A MONTRY 1,2018-01-15,17.0,NFU,2.827438019,48.895727741
03190922,RU DE CHANU A VILLIERS EN DESOEUVRE 1,2018-01-16,3.1,NFU,1.464671059,48.956378487
03110863,LA GONDOIRE A SAINT-THIBAULT-DES-VIGNES 1,2018-01-16,19.0,NFU,2.671977017,48.861372903
03110160,LE RUISSEAU DE RUTEL A VILLENOY 1,2018-01-16,102.0,NFU,2.849276064,48.9516377
03109585,LA THÉROUANNE A FORFRY 1,2018-01-16,26.0,NFU,2.851579552,49.063069067
03191700,L'EURE A CAILLY-SUR-EURE 1,2018-01-16,9.6,NFU,1.208875148,49.114401024
03109590,LE RU DES AVERNES A FORFRY 1,2018-01-16,65.0,NFU,2.848306319,49.058937156
03191372,LE RUISSEAU DE JOUY-SUR-EURE A FONTAINE-SOUS-JOUY 1,2018-01-16,2.4,NFU,1.284707167,49.072518339
03191350,LE RU DE BEAUCHENE A STE COLOMBE PRES VERNON 1,2018-01-16,22.0,NFU,1.332689544,49.097119133
03191000,L'EURE A CROISY-SUR-EURE 1,2018-01-16,14.0,NFU,1.36078868,49.031889411
03080660,LA SEINE A ALFORTVILLE 3,2018-01-16,11.4,NFU,2.410053858,48.814653807
03112295,LE MORBRAS A SUCY-EN-BRIE 2,2018-01-16,15.3,NFU,2.508494996,48.779948501
03190895,LE RADON A GUAINVILLE 1,2018-01-16,26.0,NFU,1.473410039,48.918303026
03112000,LA MARNE A JOINVILLE-LE-PONT 1,2018-01-16,13.8,NFU,2.46916825,48.820237175
03112234,LE MORBRAS A ROISSY-EN-BRIE 2,2018-01-16,19.0,NFU,2.632930475,48.789212114
DN000134,PRISE D'EAU DE VIRY,2018-01-16,32.0,NFU,2.372480892,48.668663229
03191001,LE RU GIRONDE A AUTHEUIL-AUTHOUILLET 1,2018-01-16,37.0,NFU,1.2801369,49.09692915
03111000,LA MARNE A TORCY 1,2018-01-16,23.4,NFU,2.644357798,48.862013474
03190735,LA VESGRE A SAINT-LUBIN-DE-LA-HAYE 1,2018-01-16,21.0,NFU,1.562909369,48.816520778
03082000,LA SEINE A SURESNES 2,2018-01-17,22.0,NFU,2.229494609,48.866707755
03122999,LE RUISSEAU DE VAUHALAN A VERRIERES-LE-BUISSON 1,2018-01-17,40.1,NFU,2.239316135,48.736500541
03112480,LA MARNE A CHARENTON-LE-PONT 2,2018-01-17,54.6,NFU,2.41962979,48.816895156
03197840,LE RUEL A LA GUEROULDE 1,2018-01-17,33.0,NFU,0.864756028,48.823254454
03081001,LE RUISSEAU DE RUNGIS A FRESNES 1,2018-01-17,5.6,NFU,2.318907541,48.749915193
03196400,L'ITONNE A LES GENETTES 1,2018-01-17,15.0,NFU,0.568218071,48.65235174
CX000217,MARNE A JOINVILLE,2018-01-17,40.0,NFU,2.472085783,48.82129336
03199200,L'ITON A NORMANVILLE 1,2018-01-17,23.0,NFU,1.151869305,49.080181101
03122008,LA BIÈVRE A VERRIERES-LE-BUISSON 1,2018-01-17,15.8,NFU,2.229481058,48.745962695
03197000,L'ITON A CHAISE-DIEU-DU-THEIL 1,2018-01-17,68.0,NFU,0.761750555,48.764813129
03063000,LA SEINE A ABLON-SUR-SEINE 2,2018-01-17,27.3,NFU,2.41559629,48.71866825
03198530,LE ROULOIR A CONCHES-EN-OUCHE 2,2018-01-17,3.1,NFU,0.954013871,48.963460354
03198000,L'ITON A CONDE-SUR-ITON 1,2018-01-17,39.0,NFU,0.983489769,48.841392438
CX000219,SEINE A ORLY,2018-01-17,15.0,NFU,2.388627267,48.741900784
03174000,LA SEINE A POSES 2,2018-01-18,48.0,NFU,1.23665644,49.310144107
03222000,LA RISLE A MANNEVILLE-SUR-RISLE 1,2018-01-18,63.0,NFU,0.565379045,49.347885831
03137830,L'YSIEUX A ASNIERES-SUR-OISE 1,2018-01-18,12.4,NFU,2.385807468,49.145786424
03166945,LE RU DE FROUVILLE A FROUVILLE 2,2018-01-18,12.8,NFU,2.155154474,49.14259914
03200070,L'ITON A ACQUIGNY 1,2018-01-18,25.0,NFU,1.177217416,49.155591071
03167000,LE SAUSSERON A NESLES-LA-VALLEE 1,2018-01-18,12.4,NFU,2.171535869,49.126061049
03178000,L'EPTE A FOURGES 1,2018-01-18,48.0,NFU,1.64512256,49.119980322
03138800,L'OISE A MERIEL 1,2018-01-18,20.4,NFU,2.20405712,49.084370917
03193000,L'EURE A LERY 1,2018-01-18,30.0,NFU,1.209558025,49.287347104
03137685,LA THEVE A ASNIERES-SUR-OISE 2,2018-01-18,2.4,NFU,2.383927848,49.155172391
03137570,LA THEVE A MORTEFONTAINE 1,2018-01-18,30.9,NFU,2.629544039,49.122327996
03192380,LE BECDAL A ACQUIGNY 1,2018-01-18,15.0,NFU,1.159749744,49.184900738
03132909,LA DIVETTE A LASSIGNY 1,2018-01-19,1.8,NFU,2.854111321,49.593104207
DN000071,PRISE D'EAU DE CORBEIL,2018-01-19,62.0,NFU,2.469276562,48.600833376
03141000,L'OISE A CERGY 1,2018-01-19,24.1,NFU,2.059095635,49.031717659
03082758,LE ROSNE A GARGES-LES-GONESSE 1,2018-01-19,7.7,NFU,2.422659553,48.976213959
03082781,LE CROULD A GARGES-LES-GONESSE 1,2018-01-19,19.4,NFU,2.414234351,48.965004408
03174695,LA RIVIÈRE DE MÉSANGUEVILLE A DAMPIERRE-EN-BRAY 2,2018-01-19,13.0,NFU,1.686726922,49.533033958
03140400,LA VIOSNE A ABLEIGES 1,2018-01-19,7.0,NFU,1.985400521,49.087490019
03140490,LA VIOSNE A PONTOISE 1,2018-01-19,6.2,NFU,2.086506484,49.05244065
03140325,LA VIOSNE A CHARS 1,2018-01-19,6.8,NFU,1.937231393,49.161228823
03082719,LE CROULD A BONNEUIL-EN-FRANCE 1,2018-01-19,9.4,NFU,2.426051664,48.975825577
03133937,L'ARONDE A CLAIROIX 1,2018-01-22,8.6,NFU,2.852919664,49.439814713
03141490,L'OISE A CONFLANS-SAINTE-HONORINE 1,2018-01-22,17.4,NFU,2.072019717,48.988842829
03126000,LA SEINE A MEULAN 1,2018-01-22,28.4,NFU,1.907226554,48.999766343
03126511,LA SEINE A GARGENVILLE 2,2018-01-22,30.8,NFU,1.808909092,48.971356621
03085000,LA SEINE A CONFLANS-SAINTE-HONORINE 1,2018-01-22,33.4,NFU,2.082900235,48.988638724
03125000,LA SEINE A POISSY 1,2018-01-22,21.1,NFU,2.038835044,48.93678189
03125500,LA SEINE A TRIEL-SUR-SEINE 1,2018-01-22,17.9,NFU,2.001149396,48.978489488
03128000,LA SEINE A BONNIERES-SUR-SEINE 1,2018-01-22,27.5,NFU,1.571974513,49.037038769
03134800,L'AUTOMNE A SAINTINES 2,2018-01-23,19.7,NFU,2.773697696,49.307190494
03134000,L'OISE A COMPIEGNE 1,2018-01-23,20.8,NFU,2.787097305,49.398299087
03203050,LE CAILLY A CANTELEU 1,2018-01-23,120.0,NFU,1.050952262,49.45343403
03168337,LE RU D'ÉLANCOURT A JOUARS-PONTCHARTRAIN 2,2018-01-23,4.6,NFU,1.899633108,48.796852203
03201000,L'AUBETTE A SAINT-LEGER-DU-BOURG-DENIS 1,2018-01-23,118.0,NFU,1.153457886,49.432717192
03134708,LE RU DES TAILLANDIERS A DUVY 1,2018-01-23,5.5,NFU,2.696514844,49.279540392
03136000,L'OISE A PONT-SAINTE-MAXENCE 2,2018-01-23,21.5,NFU,2.604164303,49.302897335
03170100,LA MAULDRE A EPONE 1,2018-01-23,36.4,NFU,1.823740694,48.967727806
03202250,LE CAILLY A LE HOULME 1,2018-01-23,106.0,NFU,1.036954004,49.50839983
03168435,LA GUYONNE A MAREIL-LE-GUYON 1,2018-01-23,42.9,NFU,1.849664438,48.790813989
03200435,LE ROBEC A ROUEN 2,2018-01-23,68.0,NFU,1.129854272,49.439646172
03168995,LA MAULDRE A BEYNES 3,2018-01-23,53.6,NFU,1.875845721,48.856991973
03171085,LE RU DE GALLY A CRESPIERES 1,2018-01-23,8.8,NFU,1.889514978,48.87046182
03201250,LE CAILLY A SAINT-GERMAIN-SOUS-CAILLY 1,2018-01-23,15.0,NFU,1.210412866,49.577595885
03201650,LA CLÉRETTE A MONTVILLE 1,2018-01-23,114.0,NFU,1.075216796,49.560938001
03135000,L'OISE A VERBERIE 1,2018-01-23,14.8,NFU,2.724166977,49.311824881
03228000,LA TOUQUES A SAINT-MARTIN-AUX-CHARTRAINS 1,2018-01-23,89.0,NFU,0.147636705,49.304033679
03168230,LA MAULDRE A LE TREMBLAY-SUR-MAULDRE 1,2018-01-23,63.8,NFU,1.887146274,48.792491132
03136600,LE RHONY A RIEUX 1,2018-01-23,6.5,NFU,2.51736752,49.299875768
03201260,LE CAILLY A FONTAINE-LE-BOURG 1,2018-01-23,81.0,NFU,1.126082524,49.560682268
03134730,LA RIVIÈRE SAINTE-MARIE A GLAIGNES 1,2018-01-23,5.8,NFU,2.850035544,49.27060547
03168690,LE RUISSEAU DU LIEUTEL A NEAUPHLE-LE-VIEUX 1,2018-01-23,55.8,NFU,1.860979176,48.813156981
03182415,L'OISON A SAINT-CYR-LA-CAMPAGNE 1,2018-01-23,85.0,NFU,1.019278533,49.253700939
03164180,L'AVELON A LACHAPELLE-AUX-POTS 1,2018-01-24,15.2,NFU,1.936695367,49.432331763
03163300,LE THERAIN A HERICOURT-SUR-THERAIN 2,2018-01-24,9.4,NFU,1.758347481,49.581532082
03206150,LA RIVIERE DU COMMERCE A BOLBEC 1,2018-01-24,22.0,NFU,0.497396868,49.577379761
03127550,LE RU DE LA VALLÉE DU ROI A VETHEUIL 2,2018-01-24,9.8,NFU,1.70146004,49.064093206
03207020,LA RIVIERE DU COMMERCE A LILLEBONNE 3,2018-01-24,46.0,NFU,0.535889212,49.506210238
03164285,L'AVELON A GOINCOURT 1,2018-01-24,17.1,NFU,2.039139983,49.422689283
03164330,LE THERAIN A BEAUVAIS 1,2018-01-24,13.2,NFU,2.060985028,49.456460246
03126704,LE RU DE SENNEVILLE A GUERVILLE 1,2018-01-24,4.4,NFU,1.748984053,48.946787835
03203750,L'AUSTREBERTHE A SAINT-PIERRE-DE-VARENGEVILLE 2,2018-01-24,40.0,NFU,0.918031624,49.515478187
03165200,LA TRYE A BAILLEUL-SUR-THERAIN 2,2018-01-24,2.6,NFU,2.244161001,49.369356219
03205000,LA RANÇON A SAINT-WANDRILLE-RANCON 2,2018-01-24,81.0,NFU,0.75106503,49.523824609
03206000,LA RIVIÈRE SAINTE-GERTRUDE A CAUDEBEC-EN-CAUX 1,2018-01-24,70.0,NFU,0.726007342,49.52578485
03125925,LE RUISSEAU D'ORGEVAL A CHAPET 1,2018-01-24,20.5,NFU,1.924878419,48.964430405
03204000,L'AUSTREBERTHE A DUCLAIR 1,2018-01-24,50.0,NFU,0.873747359,49.484788747
03126055,L'AUBETTE A TESSANCOURT-SUR-AUBETTE 2,2018-01-24,15.6,NFU,1.908525711,49.013393298
03206350,LA RIVIÈRE DE BOLBEC A GRUCHET-LE-VALASSE 2,2018-01-24,70.0,NFU,0.497342697,49.542474337
03203660,L'AUSTREBERTHE A VILLERS-ECALLES 1,2018-01-24,44.0,NFU,0.938733848,49.532257043
03171880,LA VAUCOULEURS A VILLETTE 2,2018-01-24,19.1,NFU,1.692040381,48.927454966
03171770,LA FLEXANVILLE A SEPTEUIL 2,2018-01-24,18.7,NFU,1.671676992,48.899601335
03172000,LA VAUCOULEURS A MANTES-LA-JOLIE 1,2018-01-24,18.9,NFU,1.723781232,48.980760416
03126088,LA MONTCIENT A GAILLON-SUR-MONTCIENT 1,2018-01-24,28.2,NFU,1.900072572,49.013594913
03163750,LE PETIT THÉRAIN A ACHY 1,2018-01-24,2.8,NFU,1.982109356,49.546621268
03165020,LE THERAIN A ROCHY-CONDE 2,2018-01-24,21.5,NFU,2.181150228,49.399346778
03165390,LE SILLET A HERMES 1,2018-01-24,7.8,NFU,2.242204211,49.351707202
03165295,LE THERAIN A HERMES 1,2018-01-24,21.7,NFU,2.245648785,49.35516264
03219000,LA LÉZARDE A HARFLEUR 1,2018-01-25,42.0,NFU,0.191331907,49.520729266
03156000,L'AISNE A CHOISY-AU-BAC 1,2018-01-25,55.9,NFU,2.876470159,49.436146948
03133850,L'OISE A CLAIROIX 1,2018-01-25,21.1,NFU,2.864520634,49.441517993
03219015,LA ROUELLES AU HAVRE 1,2018-01-25,34.0,NFU,0.180257583,49.521911077
DR000370,MERY SUR OISE PRISE D'EAU,2018-01-25,32.0,NFU,2.175484963,49.054379142
03162365,L'ARRE A AIRION 1,2018-01-26,3.0,NFU,2.414714977,49.424467732
03162240,LA BRÈCHE A ETOUY 1,2018-01-26,7.3,NFU,2.35701448,49.414997738
03163000,LA BRÈCHE A RANTIGNY 1,2018-01-26,15.0,NFU,2.449166117,49.323720552
03162900,LA BERONNELLE A LIANCOURT 1,2018-01-26,3.2,NFU,2.456132232,49.330853658
03137000,L'OISE A CREIL 1,2018-01-26,32.1,NFU,2.473972283,49.261973663
03138390,L'ESCHES A BORNEL 1,2018-01-29,1.7,NFU,2.203182776,49.200082325
